,Unnamed: 0,startDt,endDt,device,sleep_score,total_sleep_time,time_in_bed,waso,wakeupcount,aal,movement_index,fragmentation_index,sleep_frag_index,startdt1,enddt1,count,date,userId,walk,exer,userName,gps_activity_distance
12,12,28NOV18:02:09:00,28NOV18:10:49:00,Fitbit,89.1304348,23370,26220,,,,,,,20181128,20181128,1,2018-11-27,user01,24,0,user01,0.0
13,13,16NOV18:22:46:00,16NOV18:23:51:00,Fitbit,83.1114809,29970,36060,,,,,,,20181116,20181116,1,2018-11-15,user02,28,0,user02,0.0
14,14,17NOV18:00:09:00,17NOV18:01:35:00,Fitbit,91.9739696,12720,13830,,,,,,,20181117,20181117,1,2018-11-16,user02,0,0,,
15,15,20NOV18:19:31:00,20NOV18:21:22:00,Fitbit,91.5629322,19860,21690,,,,,,,20181120,20181120,1,2018-11-19,user02,0,0,,
16,16,26NOV18:02:09:00,26NOV18:08:28:00,Fitbit,90.6202723,35940,39660,,,,,,,20181126,20181126,1,2018-11-25,user02,0,0,,
17,17,27NOV18:01:43:00,27NOV18:08:16:00,Fitbit,93.6440678,13260,14160,,,,,,,20181127,20181127,1,2018-11-26,user02,0,0,,
18,18,02NOV18:01:02:00,02NOV18:09:42:00,Fitbit,85.69131829999998,15990,18660,,,,,,,20181102,20181102,1,2018-11-01,user03,18,0,user03,0.0
19,19,03NOV18:01:43:00,03NOV18:06:30:00,Fitbit,87.3786408,5400,6180,,,,,,,20181103,20181103,1,2018-11-02,user03,114,0,user03,0.0
20,20,04NOV18:12:02:00,04NOV18:13:44:00,Fitbit,87.5565611,34830,39780,,,,,,,20181104,20181104,1,2018-11-03,user03,0,101,user03,0.0
21,21,05NOV18:03:47:00,05NOV18:11:31:00,Fitbit,85.5400697,14730,17220,,,,,,,20181105,20181105,1,2018-11-04,user03,0,0,,
22,22,07NOV18:01:33:00,07NOV18:07:51:00,Fitbit,87.311828,24360,27900,,,,,,,20181107,20181107,1,2018-11-06,user03,149,0,user03,0.0
23,23,08NOV18:01:28:00,08NOV18:09:00:00,Fitbit,85.87830079999998,22440,26130,,,,,,,20181108,20181108,1,2018-11-07,user03,39,0,user03,0.0
24,24,09NOV18:01:17:00,09NOV18:09:01:00,Fitbit,87.33691479999997,34140,39090,,,,,,,20181109,20181109,1,2018-11-08,user03,44,0,user03,0.0
25,25,10NOV18:01:38:00,10NOV18:11:52:00,Fitbit,86.7719645,26370,30390,,,,,,,20181110,20181110,1,2018-11-09,user03,43,0,,
26,26,11NOV18:03:12:00,11NOV18:10:54:00,Fitbit,97.4789916,6960,7140,,,,,,,20181111,20181111,1,2018-11-10,user03,0,0,,
27,27,12NOV18:20:35:00,13NOV18:07:25:00,Fitbit,94.0298507,3780,4020,,,,,,,20181112,20181113,1,2018-11-12,user03,0,0,,
28,28,13NOV18:02:16:00,13NOV18:08:43:00,Fitbit,90.9574468,20520,22560,,,,,,,20181113,20181113,1,2018-11-12,user03,0,0,,
29,29,01NOV18:00:44:00,01NOV18:06:15:00,Fitbit,86.2745098,22440,26010,,,,,,,20181101,20181101,1,2018-10-31,user04,19,0,user04,0.0
30,30,02NOV18:23:57:00,02NOV18:23:58:00,Fitbit,87.75510200000002,25800,29400,,,,,,,20181102,20181102,1,2018-11-01,user04,28,0,user04,0.0
31,31,03NOV18:23:34:00,04NOV18:07:29:00,Fitbit,90.2702703,20040,22200,,,,,,,20181103,20181104,2,2018-11-03,user04,110,0,user04,0.0
32,32,03NOV18:00:06:00,03NOV18:06:42:00,Fitbit,88.0662983,23910,27150,,,,,,,20181103,20181103,2,2018-11-02,user04,41,0,user04,0.0
33,33,05NOV18:00:15:00,05NOV18:07:24:00,Fitbit,88.4615385,21390,24180,,,,,,,20181105,20181105,1,2018-11-04,user04,3,0,user04,0.0
34,34,06NOV18:01:13:00,06NOV18:06:57:00,Fitbit,84.0,15750,18750,,,,,,,20181106,20181106,1,2018-11-05,user04,26,0,user04,0.0
35,35,07NOV18:00:46:00,07NOV18:06:59:00,Fitbit,80.7903403,22080,27330,,,,,,,20181107,20181107,1,2018-11-06,user04,24,0,user04,0.0
36,36,09NOV18:02:03:00,09NOV18:06:57:00,Fitbit,87.05357140000002,29250,33600,,,,,,,20181109,20181109,1,2018-11-08,user04,0,0,,
37,37,11NOV18:02:29:00,11NOV18:18:13:00,Fitbit,89.9193548,20070,22320,,,,,,,20181111,20181111,1,2018-11-10,user04,0,0,,
38,38,13NOV18:05:00:00,13NOV18:13:10:00,Fitbit,93.6708861,4440,4740,,,,,,,20181113,20181113,1,2018-11-12,user04,49,0,user04,0.0
39,39,31OCT18:00:23:00,31OCT18:06:43:00,Fitbit,90.726817,21720,23940,,,,,,,20181031,20181031,2,2018-10-30,user05,7,2,user05,0.0
40,40,31OCT18:23:56:00,01NOV18:05:26:00,Fitbit,85.29411759999998,16530,19380,,,,,,,20181031,20181101,2,2018-10-31,user05,54,0,user05,0.0
41,41,01NOV18:22:58:00,02NOV18:04:05:00,Fitbit,84.0310078,16260,19350,,,,,,,20181101,20181102,1,2018-11-01,user05,57,0,user05,0.0
42,42,03NOV18:04:36:00,03NOV18:04:53:00,Fitbit,91.7431193,6000,6540,,,,,,,20181103,20181103,1,2018-11-02,user05,68,0,user05,0.0
43,43,04NOV18:01:27:00,04NOV18:05:38:00,Fitbit,83.0339321,12480,15030,,,,,,,20181104,20181104,2,2018-11-03,user05,50,0,user05,0.0
44,44,04NOV18:23:50:00,05NOV18:05:57:00,Fitbit,90.5660377,21600,23850,,,,,,,20181104,20181105,2,2018-11-04,user05,15,0,user05,0.0
45,45,05NOV18:23:33:00,06NOV18:05:38:00,Fitbit,85.8099063,19230,22410,,,,,,,20181105,20181106,1,2018-11-05,user05,47,0,user05,0.0
46,46,06NOV18:23:47:00,07NOV18:04:24:00,Fitbit,92.9310345,16170,17400,,,,,,,20181106,20181107,1,2018-11-06,user05,32,0,user05,0.0
47,47,07NOV18:22:11:00,08NOV18:07:27:00,Fitbit,84.9326599,30270,35640,,,,,,,20181107,20181108,1,2018-11-07,user05,38,0,user05,0.0
48,48,08NOV18:23:35:00,09NOV18:05:30:00,Fitbit,89.6694215,19530,21780,,,,,,,20181108,20181109,1,2018-11-08,user05,27,0,user05,0.0
49,49,10NOV18:00:55:00,10NOV18:06:55:00,Fitbit,86.9220608,19740,22710,,,,,,,20181110,20181110,2,2018-11-09,user05,35,0,user05,0.0
50,50,10NOV18:23:39:00,11NOV18:15:13:00,Fitbit,90.3198653,32190,35640,,,,,,,20181110,20181111,2,2018-11-10,user05,121,0,user05,0.0
51,51,12NOV18:23:23:00,13NOV18:07:05:00,Fitbit,78.5935884,22800,29010,,,,,,,20181112,20181113,2,2018-11-12,user05,78,0,user05,0.0
52,52,12NOV18:01:55:00,12NOV18:06:15:00,Fitbit,85.4779412,13950,16320,,,,,,,20181112,20181112,2,2018-11-11,user05,30,0,user05,0.0
53,53,01NOV18:23:42:00,02NOV18:06:28:00,Fitbit,87.1482176,27870,31980,,,,,,,20181101,20181102,2,2018-11-01,user06,176,0,user06,0.0
54,54,03NOV18:00:21:00,03NOV18:06:57:00,Fitbit,82.11845100000002,21630,26340,,,,,,,20181103,20181103,1,2018-11-02,user06,0,0,,
55,55,04NOV18:00:03:00,04NOV18:13:11:00,Fitbit,88.2978723,27390,31020,,,,,,,20181104,20181104,2,2018-11-03,user06,20,0,user06,0.0
56,56,04NOV18:23:34:00,05NOV18:06:22:00,Fitbit,85.3632479,23970,28080,,,,,,,20181104,20181105,2,2018-11-04,user06,0,0,,
57,57,05NOV18:23:38:00,06NOV18:07:47:00,Fitbit,83.6120401,22500,26910,,,,,,,20181105,20181106,1,2018-11-05,user06,0,0,,
58,58,06NOV18:23:36:00,07NOV18:07:01:00,Fitbit,86.03026779999998,22170,25770,,,,,,,20181106,20181107,1,2018-11-06,user06,0,0,,
59,59,08NOV18:00:34:00,08NOV18:07:28:00,Fitbit,89.3785311,23730,26550,,,,,,,20181108,20181108,1,2018-11-07,user06,0,0,,
60,60,09NOV18:03:14:00,09NOV18:13:18:00,Fitbit,86.9617225,21810,25080,,,,,,,20181109,20181109,1,2018-11-08,user06,0,0,,
61,61,10NOV18:00:26:00,10NOV18:07:13:00,Fitbit,84.8223897,23640,27870,,,,,,,20181110,20181110,1,2018-11-09,user06,0,0,,
62,62,11NOV18:00:45:00,11NOV18:08:12:00,Fitbit,88.996139,27660,31080,,,,,,,20181111,20181111,2,2018-11-10,user06,0,0,,
63,63,11NOV18:23:42:00,12NOV18:08:08:00,Fitbit,85.7142857,4320,5040,,,,,,,20181111,20181112,2,2018-11-11,user06,0,0,,
64,64,12NOV18:00:21:00,12NOV18:06:59:00,Fitbit,87.0277078,20730,23820,,,,,,,20181112,20181112,1,2018-11-11,user06,0,0,,
65,65,13NOV18:02:38:00,13NOV18:13:35:00,Fitbit,85.67530699999998,18840,21990,,,,,,,20181113,20181113,1,2018-11-12,user06,0,0,,
66,66,01NOV18:00:00:00,01NOV18:06:47:00,Fitbit,87.25055429999998,23610,27060,,,,,,,20181101,20181101,1,2018-10-31,user07,148,0,user07,0.0
67,67,02NOV18:23:42:00,03NOV18:07:29:00,Fitbit,86.33049820000002,42630,49380,,,,,,,20181102,20181103,2,2018-11-02,user07,70,0,user07,0.0
68,68,02NOV18:00:14:00,02NOV18:07:06:00,Fitbit,90.7092907,27240,30030,,,,,,,20181102,20181102,2,2018-11-01,user07,41,0,user07,0.0
69,69,03NOV18:23:06:00,04NOV18:09:00:00,Fitbit,80.79658609999998,17040,21090,,,,,,,20181103,20181104,1,2018-11-03,user07,120,0,user07,0.0
70,70,05NOV18:00:29:00,05NOV18:07:05:00,Fitbit,88.0829016,20400,23160,,,,,,,20181105,20181105,1,2018-11-04,user07,88,0,user07,0.0
71,71,06NOV18:23:59:00,07NOV18:06:28:00,Fitbit,87.7336449,22530,25680,,,,,,,20181106,20181107,2,2018-11-06,user07,56,0,user07,0.0
72,72,06NOV18:00:48:00,06NOV18:06:47:00,Fitbit,87.61467890000002,22920,26160,,,,,,,20181106,20181106,2,2018-11-05,user07,43,0,user07,0.0
73,73,08NOV18:00:45:00,08NOV18:07:22:00,Fitbit,83.9237057,18480,22020,,,,,,,20181108,20181108,1,2018-11-07,user07,16,0,user07,0.0
74,74,09NOV18:00:27:00,09NOV18:07:00:00,Fitbit,80.83735909999999,15060,18630,,,,,,,20181109,20181109,1,2018-11-08,user07,56,0,user07,0.0
75,75,10NOV18:23:11:00,11NOV18:08:57:00,Fitbit,88.5032538,24480,27660,,,,,,,20181110,20181111,2,2018-11-10,user07,134,0,user07,0.0
76,76,10NOV18:04:45:00,10NOV18:09:41:00,Fitbit,89.84689770000001,33450,37230,,,,,,,20181110,20181110,2,2018-11-09,user07,45,0,user07,0.0
77,77,11NOV18:23:13:00,12NOV18:06:29:00,Fitbit,86.625,20790,24000,,,,,,,20181111,20181112,1,2018-11-11,user07,44,0,user07,0.0
78,78,13NOV18:00:56:00,13NOV18:06:57:00,Fitbit,87.45519709999998,7320,8370,,,,,,,20181113,20181113,1,2018-11-12,user07,45,0,user07,0.0
79,79,01NOV18:00:45:00,01NOV18:07:25:00,Fitbit,89.380531,18180,20340,,,,,,,20181101,20181101,1,2018-10-31,user08,11,0,user08,0.0
80,80,02NOV18:03:19:00,02NOV18:07:35:00,Fitbit,88.08933,10650,12090,,,,,,,20181102,20181102,1,2018-11-01,user08,17,0,user08,0.0
81,81,03NOV18:01:04:00,03NOV18:08:26:00,Fitbit,92.90254240000002,26310,28320,,,,,,,20181103,20181103,1,2018-11-02,user08,136,0,user08,25.785034834006815
82,82,04NOV18:03:38:00,04NOV18:07:20:00,Fitbit,88.6752137,12450,14040,,,,,,,20181104,20181104,1,2018-11-03,user08,44,0,user08,0.0
83,83,05NOV18:00:23:00,05NOV18:07:26:00,Fitbit,89.04709749999998,24390,27390,,,,,,,20181105,20181105,1,2018-11-04,user08,0,0,,
84,84,06NOV18:00:47:00,06NOV18:07:56:00,Fitbit,90.3266332,21570,23880,,,,,,,20181106,20181106,1,2018-11-05,user08,84,0,user08,0.0
85,85,07NOV18:23:09:00,08NOV18:07:27:00,Fitbit,84.4110855,21930,25980,,,,,,,20181107,20181108,2,2018-11-07,user08,7,0,user08,0.0
86,86,07NOV18:00:39:00,07NOV18:07:52:00,Fitbit,87.10073709999998,21270,24420,,,,,,,20181107,20181107,2,2018-11-06,user08,84,0,user08,0.0
87,87,08NOV18:22:18:00,09NOV18:06:00:00,Fitbit,90.2414487,26910,29820,,,,,,,20181108,20181109,1,2018-11-08,user08,0,0,,
88,88,10NOV18:04:04:00,10NOV18:09:54:00,Fitbit,84.5597105,21030,24870,,,,,,,20181110,20181110,1,2018-11-09,user08,9,0,user08,0.0
89,89,11NOV18:23:33:00,12NOV18:08:06:00,Fitbit,92.1568627,29610,32130,,,,,,,20181111,20181112,2,2018-11-11,user08,29,0,user08,0.0
90,90,11NOV18:01:29:00,11NOV18:08:41:00,Fitbit,89.56521740000002,24720,27600,,,,,,,20181111,20181111,2,2018-11-10,user08,8,0,user08,0.0
91,91,13NOV18:00:43:00,13NOV18:08:05:00,Fitbit,92.3240938,25980,28140,,,,,,,20181113,20181113,1,2018-11-12,user08,2,0,user08,0.0
92,92,01NOV18:00:30:00,01NOV18:06:55:00,Fitbit,81.6195373,19050,23340,,,,,,,20181101,20181101,2,2018-10-31,user09,0,0,,
93,93,01NOV18:22:49:00,02NOV18:06:49:00,Fitbit,89.8063201,26430,29430,,,,,,,20181101,20181102,2,2018-11-01,user09,149,0,user09,0.6897436976177629
94,94,03NOV18:00:09:00,03NOV18:06:57:00,Fitbit,91.8528252,20970,22830,,,,,,,20181103,20181103,1,2018-11-02,user09,103,1,user09,0.0
95,95,04NOV18:01:02:00,04NOV18:07:01:00,Fitbit,95.0704225,20250,21300,,,,,,,20181104,20181104,2,2018-11-03,user09,230,0,user09,69.57327069826538
96,96,04NOV18:23:03:00,05NOV18:06:57:00,Fitbit,86.81732579999998,27660,31860,,,,,,,20181104,20181105,2,2018-11-04,user09,89,0,user09,0.0
97,97,05NOV18:23:02:00,06NOV18:06:12:00,Fitbit,87.1212121,20700,23760,,,,,,,20181105,20181106,1,2018-11-05,user09,106,0,user09,0.5685310744968625
98,98,06NOV18:23:42:00,07NOV18:06:59:00,Fitbit,88.0846325,23730,26940,,,,,,,20181106,20181107,1,2018-11-06,user09,270,0,user09,19.962876361115743
99,99,07NOV18:22:43:00,08NOV18:06:52:00,Fitbit,91.4587332,28590,31260,,,,,,,20181107,20181108,1,2018-11-07,user09,153,0,user09,0.0
100,100,08NOV18:23:05:00,09NOV18:06:27:00,Fitbit,90.5125409,24900,27510,,,,,,,20181108,20181109,1,2018-11-08,user09,195,0,user09,0.0
101,101,10NOV18:22:43:00,11NOV18:09:10:00,Fitbit,90.0703675,34560,38370,,,,,,,20181110,20181111,2,2018-11-10,user09,238,0,user09,0.0
102,102,10NOV18:00:58:00,10NOV18:08:38:00,Fitbit,89.66267679999999,24720,27570,,,,,,,20181110,20181110,2,2018-11-09,user09,160,5,user09,12.09399363368306
103,103,11NOV18:23:41:00,12NOV18:06:40:00,Fitbit,87.56998879999998,23460,26790,,,,,,,20181111,20181112,1,2018-11-11,user09,112,117,user09,0.0
104,104,13NOV18:00:43:00,13NOV18:06:54:00,Fitbit,89.3243243,19830,22200,,,,,,,20181113,20181113,1,2018-11-12,user09,169,0,user09,25.7429825967776
105,105,01NOV18:00:45:00,01NOV18:07:26:00,Fitbit,88.9674682,18870,21210,,,,,,,20181101,20181101,1,2018-10-31,user10,0,0,,
106,106,02NOV18:02:02:00,02NOV18:07:36:00,Fitbit,88.1996974,17490,19830,,,,,,,20181102,20181102,1,2018-11-01,user10,41,0,user10,0.0
107,107,03NOV18:02:53:00,03NOV18:08:58:00,Fitbit,86.7052023,22500,25950,,,,,,,20181103,20181103,1,2018-11-02,user10,0,0,,
108,108,04NOV18:23:39:00,04NOV18:23:42:00,Fitbit,89.6629213,23940,26700,,,,,,,20181104,20181104,1,2018-11-03,user10,77,0,user10,0.0
109,109,05NOV18:00:11:00,05NOV18:07:18:00,Fitbit,88.57142859999998,14880,16800,,,,,,,20181105,20181105,1,2018-11-04,user10,0,0,,
110,110,06NOV18:00:21:00,06NOV18:07:17:00,Fitbit,88.556701,25770,29100,,,,,,,20181106,20181106,1,2018-11-05,user10,0,0,,
111,111,07NOV18:23:22:00,08NOV18:07:23:00,Fitbit,85.6727977,26550,30990,,,,,,,20181107,20181108,2,2018-11-07,user10,121,0,user10,9.358557405142061
112,112,07NOV18:00:02:00,07NOV18:07:26:00,Fitbit,86.57142859999998,18180,21000,,,,,,,20181107,20181107,2,2018-11-06,user10,108,0,user10,0.0
113,113,09NOV18:01:37:00,09NOV18:06:59:00,Fitbit,81.7343173,13290,16260,,,,,,,20181109,20181109,1,2018-11-08,user10,0,0,,
114,114,10NOV18:00:12:00,10NOV18:15:23:00,Fitbit,89.5812053,26310,29370,,,,,,,20181110,20181110,1,2018-11-09,user10,0,0,,
115,115,11NOV18:23:53:00,12NOV18:07:29:00,Fitbit,86.7647059,3540,4080,,,,,,,20181111,20181112,2,2018-11-11,user10,0,194,user10,0.0
116,116,11NOV18:04:45:00,11NOV18:09:37:00,Fitbit,80.3625378,23940,29790,,,,,,,20181111,20181111,2,2018-11-10,user10,0,0,,
117,117,01NOV18:03:07:00,01NOV18:13:14:00,Fitbit,83.3667335,24960,29940,,,,,,,20181101,20181101,1,2018-10-31,user11,31,0,user11,0.0
118,118,02NOV18:03:02:00,02NOV18:10:49:00,Fitbit,88.368984,19830,22440,,,,,,,20181102,20181102,1,2018-11-01,user11,17,0,user11,0.0
119,119,03NOV18:05:06:00,03NOV18:10:52:00,Fitbit,83.5543767,18900,22620,,,,,,,20181103,20181103,1,2018-11-02,user11,104,0,user11,0.0
120,120,04NOV18:06:21:00,04NOV18:12:27:00,Fitbit,87.8378378,3900,4440,,,,,,,20181104,20181104,1,2018-11-03,user11,23,0,user11,0.0
121,121,05NOV18:13:20:00,05NOV18:14:01:00,Fitbit,91.2230216,19020,20850,,,,,,,20181105,20181105,1,2018-11-04,user11,0,0,,
122,122,07NOV18:07:22:00,07NOV18:12:51:00,Fitbit,88.3239171,28140,31860,,,,,,,20181107,20181107,1,2018-11-06,user11,6,0,,
123,123,10NOV18:01:32:00,10NOV18:10:25:00,Fitbit,86.0830527,23010,26730,,,,,,,20181110,20181110,1,2018-11-09,user11,87,0,,
124,124,11NOV18:06:45:00,11NOV18:13:42:00,Fitbit,84.6619576,25170,29730,,,,,,,20181111,20181111,1,2018-11-10,user11,0,0,,
125,125,12NOV18:06:07:00,12NOV18:13:59:00,Fitbit,89.5914397,27630,30840,,,,,,,20181112,20181112,1,2018-11-11,user11,15,0,user11,0.0
126,126,13NOV18:00:21:00,13NOV18:08:25:00,Fitbit,89.29856120000002,29790,33360,,,,,,,20181113,20181113,1,2018-11-12,user11,30,0,user11,0.0
127,127,01NOV18:23:55:00,02NOV18:07:13:00,Fitbit,87.1004566,22890,26280,,,,,,,20181101,20181102,2,2018-11-01,user12,129,67,user12,878.2667549698895
128,128,01NOV18:00:16:00,01NOV18:07:16:00,Fitbit,85.5567806,23280,27210,,,,,,,20181101,20181101,2,2018-10-31,user12,58,94,user12,0.0
129,129,03NOV18:02:37:00,03NOV18:08:59:00,Fitbit,84.13098240000002,20040,23820,,,,,,,20181103,20181103,1,2018-11-02,user12,215,0,user12,0.0
130,130,05NOV18:21:28:00,06NOV18:06:56:00,Fitbit,77.8293135,25170,32340,,,,,,,20181105,20181106,2,2018-11-05,user12,68,4,user12,2225.0439437002847
131,131,01NOV18:00:31:00,01NOV18:07:52:00,Fitbit,87.4730022,24300,27780,,,,,,,20181101,20181101,1,2018-10-31,user13,56,0,user13,0.0
132,132,02NOV18:00:34:00,02NOV18:07:37:00,Fitbit,84.9935317,19710,23190,,,,,,,20181102,20181102,1,2018-11-01,user13,0,0,user13,0.0
133,133,04NOV18:01:33:00,04NOV18:08:24:00,Fitbit,87.5278396,23580,26940,,,,,,,20181104,20181104,1,2018-11-03,user13,153,0,,
134,134,05NOV18:01:36:00,05NOV18:07:58:00,Fitbit,86.95106650000002,20790,23910,,,,,,,20181105,20181105,1,2018-11-04,user13,0,0,,
135,135,01NOV18:00:23:00,01NOV18:07:42:00,Fitbit,96.7088608,22920,23700,,,,,,,20181101,20181101,1,2018-10-31,user14,72,0,user14,0.0
136,136,02NOV18:01:06:00,02NOV18:07:56:00,Fitbit,86.7647059,24780,28560,,,,,,,20181102,20181102,2,2018-11-01,user14,16,0,user14,0.0
137,137,02NOV18:23:57:00,03NOV18:06:17:00,Fitbit,86.6295265,9330,10770,,,,,,,20181102,20181103,2,2018-11-02,user14,23,0,user14,0.0
138,138,04NOV18:04:53:00,04NOV18:12:45:00,Fitbit,91.2681913,26340,28860,,,,,,,20181104,20181104,1,2018-11-03,user14,0,0,,
139,139,05NOV18:04:56:00,05NOV18:07:53:00,Fitbit,88.8349515,10980,12360,,,,,,,20181105,20181105,1,2018-11-04,user14,19,0,,
140,140,07NOV18:01:36:00,07NOV18:13:48:00,Fitbit,89.36170209999997,10080,11280,,,,,,,20181107,20181107,1,2018-11-06,user14,27,0,user14,0.0
141,141,08NOV18:06:29:00,08NOV18:09:48:00,Fitbit,93.7984496,21780,23220,,,,,,,20181108,20181108,1,2018-11-07,user14,14,0,user14,0.0
142,142,09NOV18:02:15:00,09NOV18:05:00:00,Fitbit,94.3965517,13140,13920,,,,,,,20181109,20181109,1,2018-11-08,user14,18,0,user14,0.0
143,143,12NOV18:00:14:00,12NOV18:07:31:00,Fitbit,87.295082,25560,29280,,,,,,,20181112,20181112,2,2018-11-11,user14,141,0,,
144,144,12NOV18:20:47:00,13NOV18:07:20:00,Fitbit,88.07339449999998,23040,26160,,,,,,,20181112,20181113,2,2018-11-12,user14,6,0,user14,0.0
145,145,01NOV18:00:28:00,01NOV18:07:08:00,Fitbit,87.6257545,26130,29820,,,,,,,20181101,20181101,1,2018-10-31,user15,52,0,user15,0.0
146,146,02NOV18:00:16:00,02NOV18:07:08:00,Fitbit,88.18791949999998,19710,22350,,,,,,,20181102,20181102,1,2018-11-01,user15,19,0,user15,37.19977697591256
147,147,03NOV18:01:42:00,03NOV18:09:25:00,Fitbit,84.5882353,21570,25500,,,,,,,20181103,20181103,1,2018-11-02,user15,142,0,user15,907.4076694358866
148,148,04NOV18:00:23:00,04NOV18:10:07:00,Fitbit,87.21590909999998,18420,21120,,,,,,,20181104,20181104,1,2018-11-03,user15,0,0,,
149,149,05NOV18:01:29:00,05NOV18:10:41:00,Fitbit,85.19061579999997,17430,20460,,,,,,,20181105,20181105,1,2018-11-04,user15,0,0,,
150,150,06NOV18:00:48:00,06NOV18:07:34:00,Fitbit,93.4977578,25020,26760,,,,,,,20181106,20181106,1,2018-11-05,user15,0,0,,
151,151,07NOV18:00:57:00,07NOV18:07:04:00,Fitbit,90.7801418,26880,29610,,,,,,,20181107,20181107,1,2018-11-06,user15,55,0,user15,20.89964870364571
152,152,08NOV18:21:44:00,09NOV18:09:39:00,Fitbit,83.3878887,30570,36660,,,,,,,20181108,20181109,2,2018-11-08,user15,58,0,user15,0.0
153,153,08NOV18:01:59:00,08NOV18:09:00:00,Fitbit,89.1358025,21660,24300,,,,,,,20181108,20181108,2,2018-11-07,user15,80,0,user15,0.0
154,154,09NOV18:22:29:00,10NOV18:09:12:00,Fitbit,89.707751,21180,23610,,,,,,,20181109,20181110,1,2018-11-09,user15,93,0,user15,0.0
155,155,11NOV18:00:25:00,11NOV18:10:06:00,Fitbit,90.296496,20100,22260,,,,,,,20181111,20181111,1,2018-11-10,user15,57,0,,
156,156,12NOV18:02:34:00,12NOV18:13:16:00,Fitbit,91.4519906,23430,25620,,,,,,,20181112,20181112,1,2018-11-11,user15,139,0,,
157,157,13NOV18:04:16:00,13NOV18:08:00:00,Fitbit,91.943128,23280,25320,,,,,,,20181113,20181113,1,2018-11-12,user15,0,0,user15,0.0
158,158,17NOV18:03:21:00,17NOV18:09:43:00,Fitbit,85.9922179,19890,23130,,,,,,,20181117,20181117,1,2018-11-16,user18,0,0,,
159,159,19NOV18:01:15:00,19NOV18:07:31:00,Fitbit,91.3385827,13920,15240,,,,,,,20181119,20181119,1,2018-11-18,user18,16,0,,
160,160,20NOV18:03:23:00,20NOV18:07:29:00,Fitbit,94.4297082,21360,22620,,,,,,,20181120,20181120,1,2018-11-19,user18,20,0,,
161,161,22NOV18:01:42:00,22NOV18:07:51:00,Fitbit,93.164557,22080,23700,,,,,,,20181122,20181122,1,2018-11-21,user18,136,0,,
162,162,23NOV18:01:30:00,23NOV18:08:02:00,Fitbit,90.6832298,21900,24150,,,,,,,20181123,20181123,1,2018-11-22,user18,8,0,,
163,163,24NOV18:01:39:00,24NOV18:07:52:00,Fitbit,89.9361022,16890,18780,,,,,,,20181124,20181124,1,2018-11-23,user18,63,0,,
164,164,26NOV18:03:38:00,26NOV18:08:36:00,Fitbit,84.3537415,14880,17640,,,,,,,20181126,20181126,1,2018-11-25,user18,217,0,,
165,165,27NOV18:03:12:00,27NOV18:08:44:00,Fitbit,80.5479452,17640,21900,,,,,,,20181127,20181127,1,2018-11-26,user18,0,0,,
166,166,28NOV18:00:36:00,28NOV18:08:06:00,Fitbit,86.3572433,18420,21330,,,,,,,20181128,20181128,1,2018-11-27,user18,0,0,,
167,167,16NOV18:01:54:00,16NOV18:07:38:00,Fitbit,77.2099448,16770,21720,,,,,,,20181116,20181116,1,2018-11-15,user19,161,0,user19,0.0
